0.353723,0.30288717,0.34338984
0.87425137,0.11345648,0.0122921495
0.85331976,0.12671435,0.019965872
0.85249233,0.13493222,0.012575521
0.96790636,0.028787619,0.0033060336
0.91723096,0.0742282,0.0085408725
0.97435474,0.023701647,0.0019435433
0.94636965,0.048951533,0.0046788636
0.8486946,0.13578084,0.015524531
0.65045565,0.3094157,0.04012864
0.8989821,0.087965295,0.013052591
0.9344307,0.05816228,0.0074069006
0.8491478,0.1388553,0.011996896
0.7553874,0.22468674,0.019925795
0.9669028,0.03056873,0.0025284723
0.040073674,0.26706985,0.69285655
0.8902676,0.09967743,0.01005505
0.6509867,0.31919047,0.029822858
0.89027274,0.10048927,0.009237973
0.0031539728,0.03572963,0.96111643
0.96218604,0.034939226,0.0028747118
0.97982705,0.017729975,0.002442991
0.9090567,0.081438854,0.009504363
0.8107355,0.17150488,0.017759562
0.010627638,0.078020714,0.9113516
0.015021538,0.11419281,0.87078565
0.8881505,0.10508702,0.006762523
0.90653306,0.083529465,0.009937506
0.8909822,0.09412586,0.014891944
0.95213443,0.043537173,0.0043284963
0.79135895,0.19477896,0.013862117
0.80459154,0.17481112,0.020597346
0.52543473,0.42809713,0.046468098
0.9430874,0.05050888,0.0064036893
0.9418295,0.054057505,0.004112926
0.9647526,0.032557078,0.0026902298
0.83593327,0.15231164,0.011755142
0.008655837,0.06564479,0.92569935
0.95429045,0.042443097,0.0032665625
0.8819867,0.10942762,0.0085856905
0.66513556,0.2648112,0.07005328
0.18932979,0.3306042,0.48006606
0.012644574,0.06388659,0.9234688
0.23892099,0.5738754,0.18720356
0.98392326,0.014129613,0.0019472177
0.003242107,0.029826876,0.966931
0.94240385,0.053634852,0.0039613293
0.8159066,0.16480899,0.019284466
0.6170413,0.35644558,0.026513115
0.91552305,0.08077856,0.0036983732
0.003536903,0.020737238,0.9757259
0.32983586,0.5154711,0.15469302
0.023920955,0.14323343,0.83284557
0.5519223,0.33232972,0.115747996
0.59392405,0.36354512,0.042530876
0.9109505,0.080108106,0.008941433
0.84854895,0.14102189,0.010429166
0.77862287,0.19384025,0.02753687
0.8010358,0.18117101,0.017793173
0.5942934,0.36518708,0.04051948
0.65764713,0.29632917,0.04602376
0.04859682,0.20736003,0.7440431
0.6641067,0.25747082,0.07842238
0.35447428,0.4076301,0.23789561
0.6964273,0.27258864,0.030983998
0.0022706308,0.0065070144,0.9912224
0.60841084,0.33709043,0.05449872
0.9601254,0.036250763,0.0036238397
0.6302704,0.2929796,0.07675002
0.95841414,0.037659407,0.003926491
0.5756304,0.36767736,0.05669219
0.8899914,0.101865776,0.008142844
0.5031311,0.37080696,0.12606193
0.923123,0.068620905,0.008256123
0.82142717,0.1649829,0.013589957
0.090187594,0.3453882,0.5644242
0.01933328,0.31692874,0.66373795
0.77073437,0.20966257,0.019603025
0.8881673,0.104374275,0.0074584405
0.3999673,0.4666684,0.1333643
0.5962906,0.35935062,0.044358786
0.87052447,0.119404085,0.010071379
0.94210476,0.051415395,0.0064798333
0.7722458,0.2079686,0.0197857
0.85089594,0.1319842,0.017119812
0.9279392,0.06602611,0.006034743
0.018939925,0.11468723,0.8663728
0.98059124,0.017377848,0.002030905
0.8439955,0.14437567,0.011628868
0.7950947,0.16956136,0.035343923
0.8776666,0.10992907,0.012404342
0.8465811,0.1423722,0.011046691
0.8513936,0.12845376,0.020152645
0.9774303,0.020371273,0.0021983627
0.17758879,0.42630854,0.3961027
0.8833517,0.102918476,0.013729771
0.98033476,0.017456349,0.0022088992
0.9695134,0.027888823,0.0025977325
0.9130495,0.07903615,0.007914289
0.7494396,0.22404173,0.02651866
0.96226305,0.034580305,0.003156627
0.91459763,0.079789154,0.0056131757
0.71676636,0.2541309,0.029102717
0.0014128563,0.011092884,0.9874943
0.77153176,0.2120675,0.016400749
0.9731662,0.024399396,0.0024343473
0.9790314,0.01893018,0.0020384477
0.8803781,0.108256705,0.011365135
0.2181532,0.3642641,0.41758272
0.95931464,0.037004415,0.0036808548
0.8613143,0.12677759,0.01190812
0.0059172595,0.0853437,0.90873903
0.8982231,0.09006242,0.011714524
0.8391283,0.14295694,0.01791469
0.017009377,0.14568861,0.83730197
0.0023967347,0.042638753,0.9549645
0.8094101,0.16641895,0.024170922
0.42024845,0.40015033,0.17960118
0.96289134,0.032847274,0.0042614257
0.9639341,0.032833554,0.0032322484
0.9099977,0.08461995,0.0053824
0.88081276,0.10794733,0.011239934
0.5619997,0.3745984,0.06340192
0.21012852,0.3402862,0.4495853
0.7157627,0.2480747,0.036162674
0.95063007,0.044528466,0.0048414804
0.95519507,0.040895615,0.0039092707
0.9101263,0.08071741,0.009156222
0.89958274,0.09025834,0.010158912
0.7437196,0.21469006,0.041590337
0.62301934,0.33671808,0.04026259
0.9061483,0.085552186,0.008299522
0.89383036,0.09462805,0.011541598
0.9698972,0.027540985,0.0025618328
0.0046017594,0.024761297,0.9706369
0.8430661,0.14098452,0.015949333
0.86847454,0.11599455,0.015530855
0.9492846,0.043950163,0.0067652874
0.8119542,0.16072716,0.02731857
0.58485425,0.32994843,0.08519732
0.9359862,0.058711547,0.0053022243
0.88368136,0.107661344,0.008657336
0.96259254,0.031916503,0.0054908465
0.9183642,0.07226124,0.009374523
0.97574854,0.021321151,0.0029302954
0.05995437,0.1587995,0.7812462
0.72177255,0.24263935,0.035588045
0.5331986,0.39300403,0.073797435
0.9605948,0.033554897,0.005850271
0.07322585,0.19641082,0.7303633
0.90851027,0.08205939,0.009430399
0.95638263,0.03922496,0.0043924693
0.8416633,0.13995972,0.018377012
0.0117101865,0.067268945,0.9210208
0.09444075,0.17835483,0.72720444
0.85273755,0.13675407,0.010508394
0.6147848,0.34848994,0.036725253
0.38818386,0.54612887,0.065687306
0.9066679,0.083009385,0.010322674
0.8845947,0.105829164,0.00957612
0.52203876,0.42873615,0.04922512
0.9271643,0.06415047,0.008685213
0.96069103,0.034784507,0.0045245113
0.023303838,0.152707,0.8239892
0.9043608,0.087391414,0.008247879
0.68106914,0.28763366,0.031297155
0.9682556,0.02897124,0.0027732241
0.9118392,0.082552396,0.0056083347
0.17230377,0.5245885,0.30310768
0.56325376,0.3688637,0.067882545
0.78794426,0.19235581,0.019699937
0.7110893,0.24521506,0.043695673
0.9570775,0.03824025,0.004682268
0.6594265,0.29366004,0.046913423
0.5629706,0.40488532,0.03214419
0.84174657,0.14333123,0.014922229
0.70935285,0.26503235,0.025614878
0.9507689,0.042730514,0.0065006386
0.016787328,0.08734205,0.8958706
0.8707825,0.117095985,0.012121607
0.6890815,0.28696233,0.023956144
0.90595853,0.08718913,0.006852255
0.0032855792,0.02873812,0.9679763
0.8733684,0.10841365,0.018218005
0.7135771,0.25163072,0.034792226
0.03616668,0.15691596,0.80691737
0.17243645,0.4228766,0.40468693
0.0063865357,0.07669329,0.9169201
0.63314843,0.3263914,0.04046024
0.9084356,0.08380155,0.0077628396
